EEG,alpha,beta,delta,theta
-1.45264,0.69027,-2.07802,-0.36558,0.50171
-0.84839,0.64177,-1.86208,-0.34517,0.52472
0.20142,0.49227,-0.82231,-0.31708,0.52175
1.32446,0.2554,0.6899,-0.28114,0.49104
2.4353,-0.0416,2.01739,-0.23726,0.43204
2.79541,-0.36112,2.52602,-0.1854,0.34569
1.83105,-0.65997,1.95596,-0.12564,0.23432
0.15869,-0.89539,0.58497,-0.05815,0.1015
-1.48315,-1.03099,-0.90321,0.01676,-0.04832
-2.41089,-1.04216,-1.78429,0.09871,-0.20981
-2.68555,-0.91993,-1.68699,0.18724,-0.37691
-2.30103,-0.67279,-0.78702,0.28183,-0.54287
-1.01318,-0.32623,0.31366,0.38188,-0.70076
0.25635,0.07989,0.95068,0.48666,-0.84366
0.67749,0.49622,0.78935,0.59538,-0.96518
0.07935,0.87024,0.00997,0.70726,-1.05965
-0.76294,1.15328,-0.82255,0.8215,-1.12235
-0.5188,1.30693,-1.1206,0.93723,-1.14973
0.50049,1.30812,-0.64098,1.05346,-1.13949
1.72729,1.15259,0.36998,1.16916,-1.09072
2.53906,0.85581,1.33661,1.28329,-1.00393
2.53296,0.45158,1.7082,1.39495,-0.88099
2.11792,-0.01246,1.27966,1.50325,-0.7252
1.19019,-0.48086,0.28437,1.60731,-0.54113
-0.01221,-0.89729,-0.77701,1.70618,-0.33459
-1.26953,-1.21163,-1.43769,1.79901,-0.11231
-1.62964,-1.38617,-1.49765,1.88504,0.11838
-0.53711,-1.4004,-1.06062,1.96366,0.34992
1.25122,-1.25364,-0.39555,2.03425,0.57482
2.82593,-0.96483,0.24565,2.09617,0.78566
3.52173,-0.57001,0.72433,2.14892,0.97545
3.90625,-0.11755,0.99022,2.19218,1.13786
4.83398,0.33818,1.00818,2.22572,1.2676
5.74341,0.74358,0.73799,2.24944,1.36057
6.28662,1.0527,0.19767,2.26326,1.41383
5.57861,1.2328,-0.457,2.26723,1.42584
4.43726,1.26796,-0.94255,2.26153,1.39652
3.66211,1.16028,-0.98633,2.24643,1.32715
3.59497,0.92883,-0.5155,2.2223,1.22028
4.03442,0.60666,0.24936,2.18964,1.07964
4.10156,0.23614,0.89005,2.14901,0.91007
3.52783,-0.13668,1.03534,2.10107,0.71718
2.44751,-0.46833,0.59343,2.04655,0.50721
0.75073,-0.72318,-0.18938,1.98622,0.2868
-0.72632,-0.87747,-0.88598,1.92085,0.06275
-1.19019,-0.9214,-1.15082,1.85132,-0.15816
-0.50049,-0.85952,-0.90699,1.77858,-0.36955
0.59815,-0.70924,-0.34277,1.70356,-0.56551
1.09863,-0.49763,0.25516,1.62712,-0.74085
0.90942,-0.25673,0.6883,1.55015,-0.89134
0.73853,-0.01888,0.91571,1.47356,-1.0138
1.11084,0.18746,0.98029,1.39828,-1.10617
1.48926,0.34097,0.88986,1.32519,-1.16731
1.08643,0.42982,0.58076,1.25511,-1.19693
0.38452,0.45252,0.00513,1.18878,-1.19563
-0.65918,0.4172,-0.74042,1.12688,-1.16498
-1.33057,0.33927,-1.37978,1.07001,-1.10741
-1.45264,0.23837,-1.58282,1.0187,-1.02592
-1.06201,0.13475,-1.18059,0.97335,-0.92402
0.21973,0.04615,-0.3098,0.93433,-0.80551
1.48926,-0.01491,0.63537,0.90192,-0.67448
2.36816,-0.0426,1.22815,0.87636,-0.53502
2.55737,-0.0383,1.26101,0.85773,-0.39107
2.02026,-0.00975,0.85042,0.846,-0.24632
1.3855,0.0308,0.32493,0.84105,-0.1041
1.00708,0.0691,-0.01759,0.84269,0.03278
1.02539,0.09174,-0.10309,0.85067,0.16191
1.39771,0.08845,-0.09112,0.86469,0.28132
1.26343,0.05421,-0.20763,0.88436,0.38943
0.45166,-0.00971,-0.53857,0.90919,0.485
-0.53711,-0.09575,-0.94076,0.93856,0.56715
-0.74463,-0.19124,-1.13174,0.97179,0.63536
0,-0.28056,-0.88744,1.00825,0.68954
1.35498,-0.34762,-0.20594,1.04729,0.72994
2.2583,-0.3783,0.67098,1.08826,0.75695
2.69165,-0.36302,1.38289,1.13046,0.77108
3.04565,-0.29851,1.63389,1.17318,0.77275
3.00903,-0.18889,1.32395,1.21575,0.76242
2.47192,-0.04543,0.5718,1.25751,0.74046
1.81274,0.11481,-0.35641,1.2979,0.70723
1.28784,0.27127,-1.15585,1.33633,0.66317
1.2085,0.40276,-1.57821,1.37222,0.60879
1.08032,0.49033,-1.49611,1.40509,0.54472
0.95215,0.52011,-0.93752,1.43454,0.47165
1.62354,0.4856,-0.08629,1.4603,0.39041
2.88086,0.38912,0.7645,1.48213,0.30201
4.09546,0.24159,1.31152,1.49978,0.20768
3.9978,0.06119,1.36249,1.51311,0.1088
2.66724,-0.12893,0.92401,1.52208,0.00694
1.16577,-0.30351,0.20289,1.52679,-0.09613
0.56763,-0.43861,-0.48937,1.52742,-0.19844
0.61646,-0.51506,-0.88165,1.52417,-0.29788
0.83618,-0.52146,-0.86352,1.51721,-0.39223
0.61035,-0.45593,-0.51793,1.50682,-0.47924
0.46997,-0.32662,-0.05839,1.4934,-0.55672
0.62256,-0.15074,0.28705,1.47745,-0.62244
0.95825,0.04762,0.38268,1.4595,-0.67428
0.96436,0.24047,0.23477,1.44005,-0.71048
0.38452,0.39974,-0.02874,1.41952,-0.7297
0.29907,0.50119,-0.23024,1.39838,-0.73115
0.49439,0.52828,-0.23354,1.37719,-0.71438
0.82398,0.47487,-0.01502,1.35658,-0.67943
0.72632,0.34638,0.31561,1.33714,-0.62697
0.59815,0.15929,0.56172,1.31936,-0.55825
0.80566,-0.06074,0.54128,1.3037,-0.47519
1.02539,-0.28217,0.19789,1.29062,-0.38008
0.79956,-0.47175,-0.34105,1.28055,-0.2757
-0.03052,-0.59931,-0.80784,1.27383,-0.16525
-0.84839,-0.64249,-0.93202,1.2707,-0.05217
-0.42725,-0.5904,-0.60036,1.27134,0.06001
1.2207,-0.44563,0.05765,1.27584,0.16777
2.81372,-0.2243,0.72353,1.28427,0.26775
3.25317,0.0456,1.06029,1.29667,0.35686
2.66113,0.32759,0.90218,1.31304,0.43243
2.37427,0.58133,0.34612,1.33328,0.49231
2.44141,0.76846,-0.31385,1.35718,0.5349
2.4292,0.8582,-0.76371,1.3844,0.55925
2.59399,0.83218,-0.84306,1.41451,0.56504
2.55737,0.68758,-0.60647,1.44705,0.55268
2.67944,0.43824,-0.24562,1.48147,0.52313
2.45361,0.11341,0.05775,1.51725,0.47795
2.27051,-0.2457,0.23989,1.5539,0.41929
2.21558,-0.59123,0.35428,1.59091,0.34982
1.97754,-0.87503,0.47775,1.62773,0.2726
1.64185,-1.05531,0.60831,1.66367,0.19079
1.11084,-1.10276,0.64165,1.69802,0.10773
0.73242,-1.00503,0.44941,1.73011,0.02672
0.56152,-0.76916,-3.78E-05,1.75937,-0.04901
0.18311,-0.42129,-0.5734,1.78525,-0.11668
0.21362,-0.00372,-1.01882,1.80717,-0.17407
0.29297,0.43036,-1.10542,1.8246,-0.21943
1.06812,0.82374,-0.76527,1.83701,-0.25165
2.39258,1.12287,-0.14378,1.84392,-0.2703
3.28979,1.28524,0.477,1.84484,-0.27547
3.6377,1.28548,0.83604,1.83937,-0.26783
3.45459,1.11909,0.83097,1.8273,-0.24846
3.20435,0.80356,0.55495,1.80855,-0.21899
2.80762,0.37669,0.21442,1.78306,-0.18149
1.69067,-0.10807,-0.011,1.75076,-0.13838
0.8667,-0.58856,-0.07203,1.71165,-0.09238
0.36011,-1.00236,-0.05444,1.66593,-0.04615
0.41504,-1.29508,-0.08964,1.61388,-0.00212
0.25024,-1.42754,-0.24266,1.5559,0.03762
-0.46387,-1.38116,-0.45666,1.49238,0.07131
-0.5127,-1.16051,-0.59249,1.42374,0.09743
0.09155,-0.79284,-0.53218,1.35044,0.11495
1.16577,-0.32452,-0.27069,1.27301,0.1233
2.0752,0.18511,0.07359,1.19212,0.12243
2.4292,0.67152,0.33865,1.10851,0.1128
2.91138,1.07349,0.4328,1.02294,0.09526
3.24707,1.341,0.39446,0.93609,0.07108
2.96631,1.44169,0.34988,0.84865,0.04189
2.6001,1.36483,0.39681,0.76142,0.00964
2.03857,1.12259,0.5034,0.6752,-0.02355
1.5686,0.74816,0.50966,0.59076,-0.05566
0.63477,0.29075,0.24292,0.50885,-0.08474
-0.94605,-0.19115,-0.32626,0.43017,-0.10907
-2.33154,-0.6376,-1.00441,0.35542,-0.12722
-3.10669,-0.99476,-1.44635,0.28525,-0.13824
-2.80151,-1.22138,-1.35207,0.22023,-0.14171
-2.06299,-1.29407,-0.66928,0.16087,-0.13759
-1.15967,-1.20969,0.33748,0.1076,-0.12615
-0.20142,-0.98515,1.21111,0.0608,-0.10802
0.58594,-0.65419,1.55327,0.02085,-0.0842
1.55029,-0.26231,1.24844,-0.01195,-0.05613
1.60522,0.13962,0.51892,-0.03745,-0.02557
0.73242,0.50218,-0.2234,-0.05558,0.0055
-0.18311,0.78372,-0.6313,-0.06635,0.03516
-0.19531,0.95512,-0.61637,-0.06983,0.06157
0.94605,1.00272,-0.36224,-0.0662,0.083
1.81274,0.92917,-0.16102,-0.05566,0.09803
1.14136,0.75224,-0.19386,-0.0385,0.10571
-0.20752,0.5015,-0.40671,-0.01503,0.10549
-0.88501,0.21355,-0.56165,0.01437,0.09722
-0.22583,-0.07329,-0.42234,0.04925,0.08114
0.85449,-0.32417,0.05672,0.0891,0.05803
1.40991,-0.51182,0.67119,0.13339,0.02927
1.11694,-0.61935,1.08035,0.18151,-0.0033
0.54932,-0.64154,1.02143,0.23283,-0.03757
0.14038,-0.58447,0.4848,0.2868,-0.0714
-0.12207,-0.46376,-0.26485,0.34286,-0.10259
-0.5188,-0.30165,-0.83726,0.4004,-0.12899
-0.68359,-0.12352,-0.94448,0.45874,-0.1485
-0.54932,0.04592,-0.56823,0.51723,-0.15917
-0.12817,0.18593,0.03581,0.57532,-0.15946
0.5188,0.28221,0.49658,0.63248,-0.14833
0.63477,0.32824,0.55125,0.68821,-0.12547
0.6958,0.32514,0.19884,0.74202,-0.09117
0.40283,0.28049,-0.30806,0.79344,-0.04628
0.23193,0.20648,-0.62281,0.84205,0.00782
0.36011,0.11765,-0.51858,0.88751,0.06914
0.81177,0.02868,-0.02577,0.92951,0.13509
1.63574,-0.04773,0.58466,0.96778,0.20264
2.18506,-0.10254,0.95843,1.00207,0.26851
2.56348,-0.13147,0.862,1.03218,0.32941
2.2583,-0.13502,0.31427,1.05809,0.3822
1.22681,-0.11759,-0.42343,1.07985,0.42385
0.06714,-0.0862,-0.98886,1.0975,0.45162
-0.18921,-0.04894,-1.10924,1.11102,0.46311
0.87891,-0.01352,-0.73508,1.12043,0.45652
2.41089,0.01397,-0.05393,1.12583,0.43085
2.72217,0.03016,0.61366,1.1274,0.38597
1.98975,0.03472,0.9736,1.12536,0.32258
1.39771,0.0298,0.89106,1.11993,0.24223
1.76392,0.0194,0.43937,1.11136,0.14718
2.11792,0.00826,-0.15035,1.09988,0.04033
1.34277,0.00117,-0.60721,1.08573,-0.07484
-0.07935,0.00169,-0.74631,1.06919,-0.19438
-0.46997,0.01124,-0.54574,1.05054,-0.31386
0.37231,0.02875,-0.14041,1.03005,-0.42873
1.16577,0.05091,0.25885,1.00793,-0.53448
1.01318,0.07289,0.47693,0.98436,-0.62685
0.28687,0.08904,0.45564,0.9596,-0.70183
-0.20142,0.09374,0.26174,0.9339,-0.75581
-0.20142,0.08259,0.02486,0.90747,-0.78598
-0.177,0.05351,-0.14976,0.88049,-0.79047
-0.29297,0.00749,-0.23371,0.85309,-0.76844
-0.57373,-0.05134,-0.26102,0.8254,-0.71992
-0.75073,-0.11611,-0.26801,0.79751,-0.64589
-0.1648,-0.17788,-0.24201,0.76946,-0.54835
0.56763,-0.22678,-0.13162,0.74122,-0.43025
1.01929,-0.25348,0.08799,0.71276,-0.2954
0.85449,-0.25079,0.35319,0.68408,-0.14819
0.5188,-0.21502,0.52128,0.65519,0.00651
1.07422,-0.14673,0.46263,0.62612,0.16348
1.76392,-0.05099,0.17136,0.59682,0.31735
1.96533,0.06295,-0.19963,0.56719,0.46285
1.50146,0.18248,-0.42687,0.53711,0.59504
0.79956,0.29299,-0.37669,0.5065,0.70946
0.95825,0.3797,-0.11889,0.47536,0.80218
1.69067,0.42971,0.10812,0.44367,0.87002
2.47192,0.43382,0.07783,0.4114,0.91067
2.36816,0.3879,-0.22581,0.37845,0.92283
1.36108,0.29364,-0.55291,0.34471,0.9062
0.42114,0.15875,-0.548,0.31013,0.86142
0.31738,-0.00336,-0.03048,0.27474,0.79015
1.3916,-0.1749,0.80937,0.23859,0.6951
2.19727,-0.33592,1.4689,0.20174,0.5798
1.97144,-0.467,1.44159,0.16427,0.44841
0.42725,-0.55139,0.57981,0.12628,0.30544
-1.59302,-0.57715,-0.7456,0.08788,0.15574
-3.23486,-0.53883,-1.82766,0.04915,0.0043
-3.26538,-0.43848,-2.04703,0.01026,-0.144
-2.14233,-0.28581,-1.26361,-0.02854,-0.28442
-0.354,-0.09716,0.08988,-0.06695,-0.41261
0.71411,0.10628,1.27791,-0.10471,-0.52465
0.78125,0.30113,1.71539,-0.14162,-0.61736
0.43945,0.46472,1.3023,-0.17749,-0.68842
-0.08545,0.57785,0.42641,-0.21211,-0.73651
-0.59204,0.62711,-0.34319,-0.24514,-0.76113
-0.90942,0.6065,-0.64082,-0.27622,-0.76254
-0.8667,0.51833,-0.49993,-0.305,-0.74166
-0.63477,0.3729,-0.24562,-0.33121,-0.70013
-0.70801,0.18708,-0.19253,-0.35459,-0.64019
-1.23291,-0.01752,-0.39014,-0.37482,-0.56465
-1.74561,-0.21732,-0.60028,-0.39158,-0.47679
-1.72119,-0.38946,-0.51087,-0.4046,-0.38027
-0.92163,-0.51447,-0.0086,-0.4137,-0.27894
-0.03662,-0.57875,0.7015,-0.41879,-0.17647
0.29907,-0.57602,1.21792,-0.41971,-0.07622
0.01831,-0.50822,1.21082,-0.4163,0.01886
-0.31128,-0.38491,0.6407,-0.40836,0.10614
-0.37842,-0.22192,-0.22174,-0.39579,0.18339
-0.78735,-0.03942,-0.97005,-0.37857,0.24901
-1.16577,0.14075,-1.29668,-0.35674,0.3019
-0.98267,0.29765,-1.13082,-0.33032,0.34161
-0.12207,0.41394,-0.61427,-0.29932,0.36816
0.80566,0.47789,0.02819,-0.26382,0.38202
1.3916,0.48437,0.60824,-0.22391,0.38412
1.65405,0.43533,1.00884,-0.17978,0.37569
1.74561,0.33897,1.15087,-0.13162,0.35835
1.18408,0.20869,0.96883,-0.07967,0.33398
0.39063,0.06122,0.44836,-0.02426,0.30451
-0.32959,-0.08559,-0.30089,0.0342,0.27183
-0.54321,-0.2149,-1.01834,0.09533,0.23757
-0.93994,-0.31285,-1.37996,0.15878,0.20315
-1.39771,-0.36997,-1.17315,0.22426,0.1698
-1.0437,-0.38199,-0.45048,0.29151,0.13856
0.24414,-0.35008,0.45917,0.36024,0.11026
2.14233,-0.28033,1.11386,0.43003,0.08539
2.63062,-0.18284,1.20252,0.50043,0.06399
1.60522,-0.07029,0.71704,0.57101,0.04574
0.42114,0.04371,-0.05609,0.64138,0.03021
-0.10986,0.14632,-0.71065,0.71117,0.01703
0.19531,0.22687,-0.9426,0.78003,0.00564
0.57373,0.27781,-0.68716,0.84762,-0.00457
1.30005,0.29526,-0.1087,0.9136,-0.01439
1.86157,0.27937,0.51514,0.97753,-0.02458
1.86157,0.23393,0.92532,1.03901,-0.03576
1.48315,0.16594,0.96144,1.09782,-0.04845
1.08032,0.08437,0.58497,1.15381,-0.06288
0.93994,-0.00104,-0.11709,1.20683,-0.07902
0.53101,-0.081,-0.93066,1.25666,-0.0966
-0.09766,-0.1476,-1.53932,1.30305,-0.11512
-0.37231,-0.19471,-1.6189,1.3458,-0.13401
-0.05493,-0.21853,-0.99874,1.38476,-0.15265
0.90332,-0.21806,0.19054,1.41983,-0.17036
2.36816,-0.19529,1.50067,1.45095,-0.18642
3.59497,-0.15472,2.33875,1.47811,-0.20002
3.79028,-0.10235,2.2678,1.50131,-0.21039
2.49023,-0.04474,1.26155,1.52057,-0.21686
0.55542,0.0118,-0.25398,1.53589,-0.219
-1.09863,0.06163,-1.61691,1.54726,-0.21648
-1.61133,0.10026,-2.27922,1.55476,-0.20915
-0.73853,0.12491,-2.07564,1.55848,-0.19704
0.49439,0.13478,-1.25038,1.55855,-0.18048
1.86768,0.13106,-0.24852,1.55508,-0.15997
2.45361,0.11645,0.56604,1.54814,-0.13612
2.46582,0.09464,1.07178,1.53787,-0.10953
2.68555,0.06962,1.34241,1.52448,-0.08102
3.22876,0.04518,1.46737,1.50815,-0.05158
3.73535,0.02427,1.41034,1.489,-0.02225
3.37524,0.00854,1.03051,1.46715,0.00609
1.66626,-0.00193,0.24757,1.4427,0.03274
-0.15259,-0.00847,-0.79585,1.41586,0.0571
-1.01929,-0.01349,-1.72649,1.38683,0.07873
-0.64697,-0.01989,-2.12189,1.3558,0.09734
0.10376,-0.03025,-1.76645,1.32292,0.11288
0.7019,-0.04622,-0.80161,1.28837,0.12548
1.26343,-0.06788,0.34176,1.25231,0.13542
2.2644,-0.09363,1.18793,1.21494,0.14305
3.23486,-0.1203,1.4743,1.17641,0.14883
3.50342,-0.14341,1.25436,1.13691,0.15332
2.61841,-0.15768,0.7979,1.09661,0.15715
1.37329,-0.15783,0.37958,1.05577,0.16084
1.08643,-0.13954,0.11287,1.0146,0.16485
1.24512,-0.10057,-0.06728,0.97335,0.16952
1.26953,-0.04166,-0.2873,0.93218,0.17503
0.23193,0.03325,-0.59406,0.89129,0.18133
-0.54321,0.11733,-0.90015,0.85085,0.1881
-0.58594,0.20143,-1.04845,0.81108,0.19483
0.01221,0.27505,-0.92998,0.77224,0.2008
0.7019,0.32733,-0.5578,0.73459,0.20513
0.96436,0.34884,-0.04753,0.69837,0.20673
1.47095,0.33327,0.46527,0.66375,0.20447
2.2522,0.27848,0.89026,0.6309,0.19734
2.53296,0.1872,1.18195,0.6,0.1844
2.24609,0.067,1.29138,0.57128,0.16473
1.54419,-0.07026,1.13672,0.54492,0.13761
1.07422,-0.20964,0.64504,0.52111,0.10239
0.3479,-0.33502,-0.15407,0.50004,0.05882
-0.99487,-0.43103,-1.05902,0.48191,0.00711
-2.33765,-0.48498,-1.73489,0.46692,-0.05196
-2.83203,-0.48871,-1.86808,0.4552,-0.11715
-1.97144,-0.43972,-1.35099,0.44689,-0.18691
-0.55542,-0.34176,-0.37095,0.44203,-0.25925
0.63477,-0.20446,0.671,0.44064,-0.33182
1.46484,-0.04234,1.369,0.4427,-0.40207
1.78223,0.12677,1.51955,0.44823,-0.4672
1.58691,0.28412,1.1963,0.4572,-0.52436
1.40991,0.41226,0.65276,0.46949,-0.57066
1.13525,0.49726,0.13489,0.48495,-0.60342
0.6958,0.53032,-0.25697,0.50337,-0.6203
-0.12817,0.50862,-0.56319,0.52458,-0.61931
-0.71411,0.43554,-0.84042,0.54834,-0.59894
-0.90942,0.32026,-1.03754,0.57441,-0.55835
-0.54932,0.17664,-0.9905,0.60248,-0.49747
-0.38452,0.02127,-0.55819,0.6322,-0.417
-0.32959,-0.12878,0.20309,0.66316,-0.31834
0.42725,-0.2581,0.98125,0.69492,-0.20377
1.52588,-0.35478,1.34653,0.72698,-0.0763
1.86768,-0.41141,1.02468,0.75888,0.06037
1.11694,-0.42563,0.11967,0.79019,0.20201
-0.14648,-0.39994,-0.88596,0.82043,0.3441
-0.55542,-0.34095,-1.38802,0.84901,0.48187
0.21362,-0.25816,-1.0324,0.87528,0.61051
1.88599,-0.16258,0.03687,0.89868,0.72525
3.41187,-0.0651,1.22575,0.91872,0.82161
3.73535,0.02499,1.82352,0.93492,0.89564
3.08838,0.10112,1.42365,0.94682,0.94399
1.81274,0.15971,0.17354,0.95391,0.96408
0.75073,0.20002,-1.29943,0.95569,0.95422
0.12817,0.22364,-2.23827,0.95169,0.9138
-0.19531,0.23365,-2.16688,0.94145,0.84332
0.73242,0.23369,-1.12415,0.92459,0.74429
2.34375,0.22685,0.39314,0.90081,0.61926
3.69873,0.21504,1.71373,0.86989,0.47178
4.18091,0.19877,2.31867,0.83164,0.30627
3.54614,0.17696,2.03977,0.78595,0.12791
2.0874,0.14737,1.06322,0.7327,-0.05765
0.43945,0.10728,-0.20849,0.67192,-0.24433
-1.08032,0.0546,-1.33308,0.60369,-0.42591
-1.87988,-0.01099,-1.96389,0.52817,-0.59629
-2.2583,-0.08738,-1.92641,0.44555,-0.74968
-2.13013,-0.16985,-1.25071,0.35611,-0.88075
-1.70288,-0.2514,-0.17078,0.26025,-0.98493
-1.00708,-0.32338,0.92928,0.15846,-1.05851
-0.01221,-0.37637,1.63888,0.05131,-1.09888
0.21973,-0.40138,1.68964,-0.06066,-1.10465
-0.49439,-0.39131,1.09047,-0.17689,-1.07573
-1.78223,-0.34234,0.13949,-0.29675,-1.01325
-2.86255,-0.25488,-0.71821,-0.41952,-0.91948
-2.62451,-0.13411,-1.11966,-0.54431,-0.79771
-2.05078,0.0102,-0.96829,-0.67026,-0.65218
-1.54419,0.16463,-0.45986,-0.79653,-0.48804
-1.2146,0.31337,0.06275,-0.92229,-0.31095
-0.75684,0.44,0.32724,-1.04666,-0.12687
-0.177,0.52941,0.28011,-1.16874,0.05808
-0.28076,0.56967,0.0777,-1.2876,0.23781
-0.75073,0.55381,-0.05644,-1.40233,0.40639
-1.0376,0.48078,0.00206,-1.51204,0.55846
-0.75073,0.35581,0.20385,-1.6159,0.68942
-0.05493,0.19018,0.38135,-1.71312,0.79557
0.12817,0.00025,0.38021,-1.80296,0.8742
-0.50049,-0.19403,0.16562,-1.88477,0.92359
-1.74561,-0.37162,-0.16322,-1.95794,0.94316
-2.54517,-0.51292,-0.44403,-2.02193,0.93335
-2.23999,-0.60213,-0.548,-2.07624,0.89567
-1.47705,-0.62899,-0.43815,-2.12046,0.83262
-1.19629,-0.59012,-0.16776,-2.15425,0.74756
-1.46484,-0.4897,0.1578,-2.17737,0.64451
-1.98364,-0.33905,0.42343,-2.18969,0.52792
-1.92871,-0.15518,0.53269,-2.19119,0.40247
-1.67847,0.04124,0.43165,-2.18195,0.27293
-1.2146,0.22832,0.13856,-2.16215,0.14393
-1.19019,0.3854,-0.23687,-2.13205,0.01988
-1.94702,0.4956,-0.51706,-2.09202,-0.0953
-2.86865,0.54792,-0.53813,-2.0425,-0.19836
-3.125,0.53857,-0.25592,-1.984,-0.28686
-1.93481,0.4714,0.19701,-1.91711,-0.35922
-0.67139,0.35723,0.56058,-1.84247,-0.41464
-0.47607,0.21229,0.59607,-1.76084,-0.45311
-1.68457,0.05601,0.2471,-1.67311,-0.4753
-3.36914,-0.09161,-0.29971,-1.58017,-0.48255
-3.65601,-0.21266,-0.71082,-1.48289,-0.47683
-2.70386,-0.2938,-0.7111,-1.38209,-0.46049
-1.50757,-0.32797,-0.26796,-1.27864,-0.43612
-0.89111,-0.31532,0.37197,-1.17348,-0.40649
-1.29395,-0.26298,0.82772,-1.06762,-0.37444
-1.48926,-0.18361,0.82327,-0.96197,-0.34272
-1.33057,-0.09345,0.36286,-0.85733,-0.31356
-1.08032,-0.00949,-0.27471,-0.75452,-0.28846
-1.0498,0.05322,-0.71867,-0.65442,-0.2683
-1.30615,0.08383,-0.74184,-0.55794,-0.25342
-1.11084,0.0777,-0.39156,-0.46581,-0.24364
-0.64087,0.03729,0.06602,-0.37862,-0.23811
-0.28687,-0.02788,0.34145,-0.29682,-0.23532
0.18921,-0.10281,0.31679,-0.22083,-0.23333
0.28076,-0.16968,0.10535,-0.15106,-0.22993
0.1648,-0.2109,-0.05755,-0.08784,-0.22276
-0.39673,-0.21205,-0.00612,-0.03141,-0.20941
-0.63477,-0.1645,0.22694,0.01811,-0.1877
-0.03662,-0.06773,0.43667,0.06069,-0.1558
0.72022,0.06983,0.40488,0.0964,-0.1123
0.6958,0.2313,0.07262,0.12545,-0.05633
-0.177,0.39355,-0.4023,0.14814,0.01238
-0.78735,0.53048,-0.74474,0.16489,0.0932
-0.57373,0.61681,-0.74719,0.17609,0.18463
0.25635,0.63207,-0.40983,0.18219,0.28436
1.12915,0.5641,0.06551,0.18368,0.38934
1.42822,0.41182,0.4187,0.18124,0.49598
1.23901,0.18654,0.50598,0.1756,0.60017
0.95215,-0.08874,0.37891,0.16753,0.69741
0.56152,-0.38201,0.21463,0.15779,0.78295
0.54321,-0.65604,0.16002,0.14713,0.85203
0.36011,-0.87327,0.21355,0.13633,0.90031
0.1709,-1.00101,0.23716,0.12627,0.92407
0.25635,-1.01637,0.08605,0.11781,0.92033
0,-0.91018,-0.2504,0.11178,0.88691
-0.30518,-0.6888,-0.61251,0.10894,0.82259
-0.58594,-0.37396,-0.77419,0.11,0.7274
-0.177,-0.00064,-0.60773,0.11563,0.60259
1.15967,0.38704,-0.18326,0.12642,0.45075
2.16064,0.7415,0.2759,0.1429,0.27567
2.32544,1.01803,0.5476,0.16559,0.08219
2.04468,1.18079,0.55659,0.19487,-0.12393
1.81885,1.20767,0.40161,0.23108,-0.33628
1.80664,1.09348,0.24868,0.27438,-0.54777
1.33667,0.85091,0.18171,0.32487,-0.75095
0.44556,0.50922,0.13864,0.3826,-0.93829
-0.48828,0.11041,-0.01325,0.44751,-1.10254
-1.29395,-0.29627,-0.32505,0.51946,-1.23707
-1.81885,-0.66085,-0.67011,0.5982,-1.33623
-2.50854,-0.93926,-0.80004,0.68332,-1.39545
-2.91748,-1.09912,-0.52666,0.77435,-1.41151
-2.52075,-1.12382,0.10188,0.87074,-1.38256
-1.12305,-1.01443,0.77587,0.97189,-1.30836
0.08545,-0.78929,1.09041,1.07708,-1.1904
0.3418,-0.48112,0.80491,1.18555,-1.0318
0.03052,-0.13234,0.02178,1.2965,-0.83714
-0.29297,0.21097,-0.8447,1.40907,-0.6124
-0.04883,0.50557,-1.2991,1.52231,-0.36474
1.11694,0.7166,-1.05434,1.63523,-0.10231
2.7771,0.822,-0.20458,1.74687,0.16618
4.46167,0.81499,0.822,1.85638,0.43163
5.29785,0.70455,1.49492,1.96283,0.68494
4.82178,0.51335,1.4629,2.06526,0.91725
3.80859,0.27376,0.73091,2.16275,1.12041
2.94189,0.02268,-0.35204,2.25443,1.28739
2.69775,-0.20391,-1.27365,2.33953,1.41238
2.53906,-0.37596,-1.60975,2.41725,1.49106
2.52075,-0.47337,-1.22459,2.48692,1.52068
3.302,-0.48836,-0.32807,2.54795,1.5003
4.1748,-0.42595,0.63276,2.59985,1.43083
5.02319,-0.30254,1.19851,2.64223,1.31487
5.16357,-0.14288,1.12882,2.67484,1.15669
4.67529,0.02421,0.52306,2.69754,0.96196
4.21753,0.17057,-0.23976,2.71024,0.73768
3.28369,0.27299,-0.71771,2.71289,0.49191
2.22778,0.31671,-0.6627,2.70557,0.23346
1.97144,0.29726,-0.16437,2.68844,-0.02848
2.32544,0.22084,0.41379,2.66187,-0.28468
2.7771,0.10293,0.67185,2.62628,-0.52627
2.27661,-0.03457,0.43458,2.58217,-0.74498
0.79346,-0.16712,-0.13491,2.5301,-0.93345
-0.64697,-0.27175,-0.64879,2.47071,-1.08544
-1.26953,-0.33074,-0.76082,2.40477,-1.19618
-0.5249,-0.3342,-0.40479,2.33304,-1.26267
0.92163,-0.28148,0.16123,2.25632,-1.28374
1.94092,-0.18084,0.53808,2.17545,-1.25989
1.71509,-0.04814,0.46825,2.0914,-1.19301
0.6897,0.09574,0.02066,2.00524,-1.0864
0.41504,0.22829,-0.45271,1.91799,-0.94487
0.98267,0.32895,-0.56082,1.83059,-0.77455
2.30713,0.38236,-0.15081,1.74394,-0.58265
3.17383,0.38056,0.56895,1.65893,-0.37693
3.23486,0.3239,1.14662,1.57647,-0.16543
2.97852,0.22102,1.169,1.49743,0.0439
